Peak,Weight
CAST,0.0026157242
TMPRSS11E,0.002575854
MROH6,0.002550529
FXYD3,0.002545389
LGALS9C,0.00252879
C4orf36,0.0025238888
TMEM159,0.0025164953
C5orf24,0.0025142594
AP1M1,0.0024379967
PGLYRP4,0.0023804535
UGT1A4,0.002348252
CTSH,0.0023083196
AC005943.1,0.0022511906
KLF5,0.0022492374
GLT8D1,0.0022467435
DHX32,0.0022013157
DSG2,0.002198343
AGPAT1,0.00217897
RNASEH2A,0.0021350903
KATNAL1,0.0021237035
FMNL3,0.002076875
LAMB3,0.0019526276
CTNND1,0.0019444405
MYDGF,0.0019365395
USP13,0.0019039459
OGG1,0.0018961962
MAGED1,0.0018698549
BLCAP,0.0018225467
FAM193A,0.0017556488
PRAF2,0.00173338
THAP8,0.0017260726
RNF14,0.0016827952
KLC3,0.0016810118
GRHL2,0.0016680863
UBE2J2,0.0015820203
RNF223,0.0015716581
KCNK1,0.001549578
LYPD3,0.0015188707
EPS8L2,0.0014717918
CD46,0.0014459537
C19orf53,0.0014368932
SLC35A4,0.00143486
CYSRT1,0.0014174505
RARG,0.0014018533
FAAP20,0.0013560381
SH2D3A,0.0013542309
MCOLN1,0.0013040219
TNFAIP2,0.0012941026
RHBDL2,0.0012511649
MT-ND6,0.001205216
PIP4P2,0.0012001634
CDK5,0.0011941985
ZHX3,0.001186506
ELK1,0.0011805193
DIXDC1,0.0011795271
C17orf80,0.0011534572
SLCO1B3,0.0011409542
AC008758.6,0.0011332942
SLC39A2,0.0011173326
C19orf44,0.0011115936
DSC3,0.0010886969
CAPN7,0.0010879799
DNAJB5,0.001077561
CLDN4,0.0010607492
JMJD7,0.0010410458
STARD9,0.0010227598
MTRNR2L11,0.0010224046
DYNC1LI1,0.000995899
BTN2A1,0.0008990028
ARL3,0.0008933792
CORO2A,0.0008869458
NDUFB2,0.00085180806
PPL,0.0008492758
NECTIN1,0.0008479422
MARVELD3,0.00083048537
CENPO,0.00082796405
C6orf89,0.0008274848
GRHL1,0.000823235
FAM156A,0.00080823427
TMEM102,0.00079933106
BICDL2,0.00078429584
F3,0.00061815826
ARHGAP31,0.00054156134
ADGRF4,0.0005191147
FBXL7,0.0005090903
B3GALT4,0.00050170586
KIAA1522,0.00046622948
DTX4,0.00045954218
SCEL,0.00043759114
CHMP4C,0.00042098766
AC003688.2,0.0004205446
TMEM30B,0.00041455618
KLF3,0.00040637096
MOB3C,0.00040034347
ZCCHC24,0.0003910927
LYRM2,0.0003880172
AGRN,0.0003512219
ADRB2,0.00021633378
FRRS1,0.00021322627
GDI1,0.0001978357
APC,0.00019364682
AC005324.3,0.00019114117
ACSF2,0.00018005216
GET1,0.00016057272
KCTD20,0.00015437024
ADGRF1,0.000115406096
AC011473.4,1.4581186e-05
ST14,0.0
CDS1,0.0
SLC2A9,0.0
SH3BP1,0.0
SGTB,0.0
CLPP,0.0
STK3,0.0
SGTA,0.0
SGCB,0.0
SFN,0.0
SERPINB5,0.0
CNKSR1,0.0
SERINC2,0.0
STX2,0.0
SLC35B4,0.0
SLC31A2,0.0
CLDN7,0.0
SEMA4B,0.0
CHCHD3,0.0
CERK,0.0
SMIM11A,0.0
SOWAHB,0.0
SOX15,0.0
CEP170,0.0
SPINT1,0.0
SRM,0.0
STAP2,0.0
SSH3,0.0
CLDN1,0.0
SCAMP3,0.0
CNPY4,0.0
RNF141,0.0
RAB25,0.0
RANBP3,0.0
RAP2B,0.0
DDR1,0.0
RASA3,0.0
RASSF7,0.0
CXCL16,0.0
CTSV,0.0
RHOD,0.0
RIPK4,0.0
RNASE7,0.0
CSTA,0.0
CRYBG2,0.0
RNF149,0.0
SEC22C,0.0
CRB3,0.0
RNF25,0.0
RPS6KA4,0.0
RXRA,0.0
S100A11,0.0
S100A14,0.0
S100A2,0.0
S100A9,0.0
SACS,0.0
COL17A1,0.0
CDH3,0.0
CNTNAP1,0.0
SDC4,0.0
CDKN2C,0.0
HARS1,0.0
SYTL1,0.0
TTC21B,0.0
TTC3,0.0
B3GAT3,0.0
TUBB,0.0
TXLNA,0.0
TXNDC15,0.0
ATP8B2,0.0
ARTN,0.0
UGT1A3,0.0
ARHGEF5,0.0
ARAP2,0.0
AP1M2,0.0
USP43,0.0
VIM,0.0
VKORC1,0.0
ANXA6,0.0
WDR62,0.0
AMPD2,0.0
XDH,0.0
YY2,0.0
ZC3HC1,0.0
ZEB1,0.0
ZNF165,0.0
ZNF428,0.0
ZNF441,0.0
ZNF668,0.0
ZNF709,0.0
ZNF775,0.0
TTC22,0.0
TSPAN6,0.0
SZRD1,0.0
TSPAN1,0.0
TACSTD2,0.0
TBC1D25,0.0
CDH1,0.0
TCF19,0.0
TCTA,0.0
RAB11FIP3,0.0
TECPR1,0.0
CDC42BPG,0.0
CD9,0.0
TINAGL1,0.0
TMBIM1,0.0
CBLC,0.0
C1QTNF6,0.0
C1orf74,0.0
TMEM184A,0.0
TMEM263,0.0
C1orf216,0.0
TMEM40,0.0
C19orf33,0.0
C16orf74,0.0
TNFRSF21,0.0
BAP1,0.0
BAIAP2,0.0
TNPO2,0.0
TP63,0.0
TRIM23,0.0
BACE1,0.0
RAB23,0.0
PTAFR,0.0
PTPRU,0.0
KRT19,0.0
KRT6A,0.0
KRT7,0.0
KRTCAP3,0.0
LAD1,0.0
FGFBP1,0.0
LAMC2,0.0
FGD1,0.0
LIX1L,0.0
FERMT1,0.0
LRWD1,0.0
LSR,0.0
FAT2,0.0
FAM83H,0.0
FAM83B,0.0
MAL2,0.0
MAP3K3,0.0
MAP3K9,0.0
MAP7,0.0
MARVELD2,0.0
FAM229B,0.0
MBD3,0.0
FAM160A1,0.0
FAM114A2,0.0
FAM110C,0.0
FAM110A,0.0
MLLT1,0.0
EXOG,0.0
MOCS1,0.0
MPZL2,0.0
KRT5,0.0
KRT17,0.0
PTHLH,0.0
KRT16,0.0
HCAR3,0.0
GSDMC,0.0
GRK4,0.0
GPRC5A,0.0
IFNGR1,0.0
GPR87,0.0
GPANK1,0.0
IP6K1,0.0
IPO13,0.0
IQANK1,0.0
IRF6,0.0
ITGA6,0.0
ITGB4,0.0
GJB5,0.0
IVL,0.0
GJB4,0.0
JAM3,0.0
GJB3,0.0
JMJD6,0.0
GJB2,0.0
JUP,0.0
KCTD7,0.0
KDF1,0.0
GBP6,0.0
GALNT3,0.0
FZR1,0.0
KLK7,0.0
KLK8,0.0
FUT3,0.0
EVPL,0.0
ESRP2,0.0
MST1R,0.0
ESRP1,0.0
PDLIM1,0.0
PDXP,0.0
PERP,0.0
PGBD1,0.0
DUOXA1,0.0
DSC2,0.0
PHF1,0.0
PHTF1,0.0
PIN1,0.0
DPYSL2,0.0
PIP5K1C,0.0
PKP3,0.0
PLEKHG3,0.0
DPY19L2,0.0
DPH3,0.0
DHX30,0.0
PPP1R13L,0.0
PPP1R14C,0.0
PRADC1,0.0
DHRS3,0.0
PRKACA,0.0
DHPS,0.0
PRR5-ARHGAP8,0.0
DGKA,0.0
PRRG4,0.0
PRSS8,0.0
PSMC3IP,0.0
HCAR2,0.0
PTBP3,0.0
PCDH1,0.0
PATJ,0.0
PARK7,0.0
EIF2B3,0.0
MTFR1L,0.0
MTPN,0.0
MTRNR2L1,0.0
EQTN,0.0
MUC16,0.0
EMP3,0.0
ELMO3,0.0
ELF3,0.0
NAPRT,0.0
NBPF9,0.0
NCDN,0.0
NDFIP2,0.0
NDUFA11,0.0
EID2B,0.0
DXO,0.0
NECTIN4,0.0
NIPAL1,0.0
EID1,0.0
NRSN2,0.0
NSF,0.0
NTF4,0.0
OAZ2,0.0
EHF,0.0
OR2A7,0.0
OVOL1,0.0
P2RY2,0.0
P3H1,0.0
PACSIN3,0.0
KRT80,0.0
