Peak,Weight
KATNAL1,0.0
JMJD6,0.0
LAMA5,0.0
LAMC2,0.0
LGALS9C,0.0
MARVELD2,0.0
MPZL2,0.0
MOCS1,0.0
MOB3B,0.0
MLLT1,0.0
MINK1,0.0
MCOLN1,0.0
MBLAC1,0.0
MBD3,0.0
MARVELD3,0.0
MAP7,0.0
LIX1L,0.0
MAP3K9,0.0
MAP3K3,0.0
MAL2,0.0
MAGED1,0.0
LYPD3,0.0
LTBR,0.0
LSR,0.0
LRWD1,0.0
LPAR5,0.0
JAZF1,0.0
JAM3,0.0
JAG2,0.0
FBXL7,0.0
GJB2,0.0
GDI1,0.0
GALNT3,0.0
FZR1,0.0
FUT3,0.0
FRK,0.0
FMNL3,0.0
FKBP7,0.0
FGD1,0.0
FAT2,0.0
GJB4,0.0
FAM83H,0.0
FAM83B,0.0
FAM229B,0.0
FAM160A1,0.0
FAM156A,0.0
FAM114A2,0.0
FAM110C,0.0
FAM110A,0.0
F3,0.0
GJB3,0.0
GJB5,0.0
ITGB6,0.0
HCFC2,0.0
ITGB4,0.0
ITGA6,0.0
IRF6,0.0
IQANK1,0.0
IPO13,0.0
IP6K1,0.0
IL18,0.0
IFNGR1,0.0
HDGFL2,0.0
HCAR2,0.0
GLT8D1,0.0
HARS1,0.0
GSDMC,0.0
GRK4,0.0
GRHL2,0.0
GRHL1,0.0
GPRC5A,0.0
GPR87,0.0
GPANK1,0.0
GNAI2,0.0
ZSCAN26,0.0
