Peak,Weight
SDC4,0.0
SCAMP3,0.0
TCF12,0.0
SAP30,0.0
SACS,0.0
S100A14,0.0
S100A11,0.0
RPS6KA4,0.0
RNF25,0.0
RNF223,0.0
RNF149,0.0
SH2D3A,0.0
SH3BP1,0.0
SLC31A2,0.0
SLC35A4,0.0
TACSTD2,0.0
SYTL1,0.0
SYDE1,0.0
STXBP2,0.0
STX2,0.0
STK3,0.0
STAP2,0.0
ST14,0.0
SSH3,0.0
SRM,0.0
SPINT1,0.0
NBPF9,0.0
SOWAHB,0.0
SMIM11A,0.0
SLCO1B3,0.0
SLC39A2,0.0
SLC35B4,0.0
NCDN,0.0
KRT80,0.0
NAPRT,0.0
DHRS3,0.0
DSG2,0.0
DSC2,0.0
DPYSL2,0.0
DPY19L2,0.0
DNAJC8,0.0
DNAJB5,0.0
DLK2,0.0
DHX32,0.0
DHX30,0.0
DENND5A,0.0
FAM156A,0.0
DDR1,0.0
DCLRE1B,0.0
CYSRT1,0.0
CXCL16,0.0
CUTA,0.0
CTSV,0.0
CTNND1,0.0
CTIF,0.0
CTAGE8,0.0
DSP,0.0
DTX4,0.0
DUOX2,0.0
DUOXA1,0.0
FAM110A,0.0
FAAP20,0.0
F3,0.0
F11R,0.0
EXOG,0.0
EVPL,0.0
ESRP2,0.0
ESRP1,0.0
EQTN,0.0
EPS8L2,0.0
EPHA1,0.0
EPCAM,0.0
EMP3,0.0
ELP6,0.0
ELF3,0.0
EIF2B3,0.0
EID2B,0.0
EID1,0.0
EHF,0.0
CRYBG2,0.0
CRYBG1,0.0
CRB3,0.0
C5orf24,0.0
C1QTNF6,0.0
C1orf116,0.0
C19orf53,0.0
C19orf44,0.0
C19orf33,0.0
C16orf74,0.0
C12orf54,0.0
BICDL2,0.0
BAIAP2,0.0
BACE1,0.0
B3GALT4,0.0
ATP8B2,0.0
ARHGEF5,0.0
AP1M2,0.0
AP1M1,0.0
ALS2CL,0.0
AGRN,0.0
ADGRF4,0.0
AC011473.4,0.0
C4orf36,0.0
C6orf89,0.0
CORO2A,0.0
CAB39,0.0
CNTNAP1,0.0
CNPY4,0.0
CNKSR1,0.0
CLPP,0.0
CLDN7,0.0
CLDN4,0.0
CLDN1,0.0
CEP170,0.0
CENPO,0.0
CDS1,0.0
CDKN2C,0.0
CDH1,0.0
CDC42BPG,0.0
CD99L2,0.0
CD9,0.0
CD46,0.0
CCDC88A,0.0
CAST,0.0
CAPN1,0.0
FAM110C,0.0
FAM160A1,0.0
MYO1B,0.0
LAMA5,0.0
LYPD3,0.0
LTBR,0.0
LSR,0.0
LRWD1,0.0
LPAR5,0.0
LIX1L,0.0
LGALS9C,0.0
LAMC2,0.0
LAMB3,0.0
KRTCAP3,0.0
FAM193A,0.0
KRT7,0.0
KRT6A,0.0
KRT17,0.0
KRT16,0.0
KRBOX4,0.0
KLK8,0.0
KLK7,0.0
KLF5,0.0
KLC3,0.0
LYRM2,0.0
MAL2,0.0
MAP3K3,0.0
MAP3K9,0.0
MTRNR2L11,0.0
MTRNR2L1,0.0
MTPN,0.0
MTFR1L,0.0
MT-ND6,0.0
MST1R,0.0
MROH6,0.0
MPZL2,0.0
MOCS1,0.0
MOB3C,0.0
MOB3B,0.0
MLLT1,0.0
MINK1,0.0
MCOLN1,0.0
MBLAC1,0.0
MBD3,0.0
MARVELD3,0.0
MARVELD2,0.0
MAP7,0.0
KIAA1522,0.0
KDF1,0.0
KCNK1,0.0
GPR87,0.0
GJB2,0.0
GET1,0.0
GDI1,0.0
GBP6,0.0
GALNT3,0.0
GALNT12,0.0
FZR1,0.0
FXYD3,0.0
FRRS1,0.0
FRK,0.0
FMNL3,0.0
FGFBP1,0.0
FGD1,0.0
FERMT1,0.0
FBXL7,0.0
FAT2,0.0
FAM83H,0.0
FAM83B,0.0
FAM229B,0.0
GLT8D1,0.0
GPRC5A,0.0
KATNAL1,0.0
GRHL1,0.0
JUP,0.0
JMJD7,0.0
JMJD6,0.0
JAM3,0.0
IVL,0.0
ITGB6,0.0
ITGB4,0.0
IRF6,0.0
IQANK1,0.0
INAVA,0.0
IL18,0.0
IFNGR1,0.0
HES2,0.0
HDGFL2,0.0
HCFC2,0.0
HCAR2,0.0
HARS1,0.0
GSDMC,0.0
GRHL2,0.0
ZSCAN26,0.0
